R_kpc,Vphi_kms,eVphi_plus_kms,eVphi_minus_kms
14.538676607642122,230.3523035230353,8.130081300812947,7.588075880758822
14.6551724137931,228.72628726287263,6.50406504065046,6.504065040650403
14.77166821994408,232.52032520325207,7.0460704607046125,5.962059620596193
14.84156570363467,229.81029810298108,8.130081300813004,8.672086720867213
14.958061509785646,225.47425474254743,9.214092140921451,9.214092140921338
15.05125815470643,228.18428184281845,7.588075880758822,8.130081300813004
15.14445479962721,228.18428184281845,18.428184281842817,18.970189701897
15.260950605778191,228.18428184281845,5.9620596205962215,5.420054200541983
15.354147250698974,230.3523035230353,7.046070460704584,5.9620596205962215
15.424044734389565,223.8482384823849,7.588075880758794,6.50406504065046
15.54054054054054,225.47425474254743,10.840108401084052,10.840108401083995
15.680335507921711,227.64227642276424,9.214092140921451,9.214092140921366
15.750232991612302,220.59620596205968,8.672086720867185,7.588075880758794
15.890027958993471,226.01626016260167,1.6260162601625723,1.6260162601626007
15.913327120223672,224.39024390243907,4.336043360433564,4.336043360433621
16.02982292637465,229.81029810298108,9.214092140921395,9.214092140921395
16.19291705498602,237.39837398373987,35.230352303523034,34.688346883468824
16.239515377446413,226.01626016260167,10.840108401084024,10.298102981029814
16.332712022367197,228.18428184281845,10.298102981029785,9.756097560975576
16.472506989748368,221.13821138211387,6.504065040650374,5.9620596205962215
16.635601118359737,222.22222222222223,4.878048780487859,4.336043360433592
16.91519105312209,226.55826558265588,10.840108401083995,10.840108401084024
17.07828518173346,228.18428184281845,14.634146341463435,15.17615176151756
17.381174277726004,231.9783197831979,3.7940379403793827,4.336043360433649
17.707362534948743,216.80216802168025,27.64227642276424,28.184281842818393
17.963653308480893,224.93224932249325,2.7100271002709917,3.252032520325173
18.05684995340168,242.81842818428188,10.298102981029814,9.756097560975633
18.872320596458525,217.34417344173443,1.6260162601626007,1.0840108401083342
