R_kpc,Vphi_kms,eVphi_plus_kms,eVphi_minus_kms,sigma_obs_kms
4.543336439888163,234.14634146341467,9.756097560975604,10.840108401084024,10.298102981029814
4.636533084808946,231.9783197831979,11.924119241192386,11.382113821138203,11.653116531165296
4.753028890959925,234.68834688346888,11.924119241192386,12.466124661246653,12.19512195121952
4.846225535880707,230.89430894308947,11.924119241192416,11.924119241192445,11.92411924119243
4.939422180801492,235.2303523035231,12.466124661246596,13.008130081300862,12.73712737127373
5.032618825722272,235.77235772357727,12.466124661246624,12.466124661246624,12.466124661246624
5.149114631873252,235.77235772357727,11.382113821138203,12.466124661246624,11.924119241192415
5.242311276794034,237.94037940379408,13.550135501355015,13.008130081300834,13.279132791327925
5.335507921714818,237.39837398373987,11.382113821138232,11.924119241192445,11.653116531165338
5.452003727865796,238.48238482384824,11.382113821138262,11.382113821138148,11.382113821138205
5.54520037278658,238.48238482384824,11.382113821138262,11.382113821138148,11.382113821138205
5.638397017707362,239.02439024390247,11.924119241192416,11.924119241192386,11.9241192411924
5.75489282385834,239.56639566395668,11.924119241192416,11.382113821138232,11.653116531165324
5.848089468779124,239.56639566395668,11.382113821138203,11.382113821138232,11.382113821138217
5.941286113699904,240.1084010840109,11.382113821138203,11.382113821138262,11.382113821138233
6.034482758620689,240.1084010840109,11.924119241192386,11.382113821138262,11.653116531165324
6.150978564771666,240.1084010840109,11.382113821138203,10.840108401084024,11.111111111111114
6.24417520969245,240.6504065040651,11.924119241192386,11.382113821138232,11.65311653116531
6.360671015843428,241.19241192411928,10.840108401083995,11.924119241192416,11.382113821138205
6.453867660764212,241.19241192411928,10.840108401083995,10.840108401083995,10.840108401083995
6.547064305684994,240.6504065040651,10.840108401083995,10.840108401084024,10.84010840108401
6.640260950605777,240.1084010840109,10.840108401083995,11.382113821138262,11.111111111111128
6.733457595526559,239.56639566395668,10.840108401083995,10.840108401084052,10.840108401084024
6.8499534016775385,239.02439024390247,10.840108401084024,10.840108401084024,10.840108401084024
6.943150046598321,238.48238482384824,11.382113821138262,10.298102981029784,10.840108401084024
7.036346691519105,238.48238482384824,10.840108401084052,10.840108401083995,10.840108401084024
7.129543336439888,237.94037940379408,11.382113821138203,10.298102981029842,10.840108401084024
7.246039142590867,238.48238482384824,11.382113821138262,11.382113821138148,11.382113821138205
7.339235787511647,237.94037940379408,11.924119241192416,11.382113821138203,11.65311653116531
7.432432432432432,238.48238482384824,11.382113821138262,11.924119241192358,11.65311653116531
7.548928238583409,238.48238482384824,11.924119241192445,11.924119241192358,11.9241192411924
7.642124883504193,239.02439024390247,11.382113821138203,11.924119241192386,11.653116531165296
7.735321528424976,239.02439024390247,11.382113821138203,11.924119241192386,11.653116531165296
7.851817334575955,238.48238482384824,11.924119241192445,11.382113821138148,11.653116531165296
7.945013979496737,237.94037940379408,12.466124661246596,10.840108401083995,11.653116531165296
8.03821062441752,238.48238482384824,11.382113821138262,11.924119241192358,11.65311653116531
